medical,simple
The patient was treated for hidradenitis suppurativa with oral antibiotics.,The patient was treated for hidradenitis suppurativa (a skin condition) with oral antibiotics (antibiotics taken by mouth).
He was diagnosed with keloids and treated with corticosteroid injections.,He was diagnosed with keloids (raised scars) and treated with corticosteroid injections (anti-inflammatory medication).
The patient presented with Dupuytren's contracture and was referred for surgical evaluation.,The patient had Dupuytren's contracture (tightening of tissue in the hand) and was referred for surgical evaluation (consideration for surgery).
She was diagnosed with iritis and started on corticosteroid eye drops.,She was diagnosed with iritis (inflammation of the eye) and started on corticosteroid eye drops (anti-inflammatory eye drops).
The patient was treated for molluscum contagiosum with cryotherapy.,The patient was treated for molluscum contagiosum (a skin infection) with cryotherapy (freezing the bumps).
He presented with Charcot-Marie-Tooth disease and was referred to a neurologist.,He had Charcot-Marie-Tooth disease (a genetic nerve disorder) and was referred to a neurologist (nerve doctor).
The patient was diagnosed with pemphigus vulgaris and started on immunosuppressive therapy.,The patient was diagnosed with pemphigus vulgaris (an autoimmune skin disorder) and started on immunosuppressive therapy (medication to suppress the immune system).
She presented with lichen planus and was treated with topical corticosteroids.,She had lichen planus (an itchy skin rash) and was treated with topical corticosteroids (anti-inflammatory cream).
He was treated for pneumocystis pneumonia with trimethoprim-sulfamethoxazole.,He was treated for pneumocystis pneumonia (a type of lung infection) with trimethoprim-sulfamethoxazole (antibiotic pills).
The patient presented with radial head subluxation and underwent reduction.,The patient had radial head subluxation (nursemaid's elbow) and underwent reduction (a procedure to put the bone back in place).
She was diagnosed with vulvodynia and prescribed topical lidocaine.,She was diagnosed with vulvodynia (chronic vulva pain) and prescribed topical lidocaine (pain-relief cream).
The patient was treated for xerosis with emollients.,The patient was treated for xerosis (dry skin) with emollients (moisturizers).
He was diagnosed with acanthosis nigricans and advised to manage his weight.,"He was diagnosed with acanthosis nigricans (dark, thickened skin patches) and advised to manage his weight."
The patient presented with Takayasu's arteritis and started on corticosteroids.,The patient had Takayasu's arteritis (inflammation of blood vessels) and started on corticosteroids (anti-inflammatory medication).
She was treated for pityriasis rosea with antihistamines.,She was treated for pityriasis rosea (a skin rash) with antihistamines (allergy medicine).
The patient was diagnosed with hyperparathyroidism and referred for surgical evaluation.,The patient was diagnosed with hyperparathyroidism (overactive parathyroid glands) and referred for surgical evaluation (consideration for surgery).
He was treated for plantar warts with salicylic acid.,He was treated for plantar warts (warts on the feet) with salicylic acid (a wart remover).
The patient presented with aortic aneurysm and was referred for vascular surgery.,The patient had an aortic aneurysm (a bulge in the aorta) and was referred for vascular surgery (consideration for surgery).
She was diagnosed with Scheuermann's disease and prescribed physical therapy.,She was diagnosed with Scheuermann's disease (a spine disorder) and prescribed physical therapy (exercises to improve movement and reduce pain).
He was diagnosed with achalasia and referred for esophageal dilation.,He was diagnosed with achalasia (difficulty swallowing) and referred for esophageal dilation (a procedure to widen the esophagus).
The patient presented with epiretinal membrane and was referred to an ophthalmologist.,The patient had epiretinal membrane (a thin layer on the retina) and was referred to an ophthalmologist (eye doctor).
She was treated for congenital adrenal hyperplasia with corticosteroids.,She was treated for congenital adrenal hyperplasia (a genetic hormone disorder) with corticosteroids (hormone medication).
The patient was diagnosed with achondroplasia and referred to a geneticist.,The patient was diagnosed with achondroplasia (a genetic bone disorder) and referred to a geneticist (genetic specialist).
He was treated for alopecia areata with corticosteroid injections.,He was treated for alopecia areata (patchy hair loss) with corticosteroid injections (anti-inflammatory medication).
The patient presented with carpal tunnel syndrome and was referred for nerve conduction studies.,The patient had carpal tunnel syndrome (nerve compression in the wrist) and was referred for nerve conduction studies (tests to measure nerve function).
She was diagnosed with amyloidosis and referred for a biopsy.,She was diagnosed with amyloidosis (a protein buildup disorder) and referred for a biopsy (tissue sample test).
The patient was treated for seborrheic keratosis with cryotherapy.,The patient was treated for seborrheic keratosis (a non-cancerous skin growth) with cryotherapy (freezing the growth).
He was diagnosed with Marfan syndrome and referred to a cardiologist.,He was diagnosed with Marfan syndrome (a genetic disorder affecting connective tissue) and referred to a cardiologist (heart doctor).
The patient presented with hereditary angioedema and was treated with C1 inhibitor concentrate.,The patient had hereditary angioedema (a genetic swelling disorder) and was treated with C1 inhibitor concentrate (medication to reduce swelling).
She was treated for lichen sclerosus with topical corticosteroids.,She was treated for lichen sclerosus (a skin condition causing white patches) with topical corticosteroids (anti-inflammatory cream).
The patient was diagnosed with Gaucher disease and started on enzyme replacement therapy.,The patient was diagnosed with Gaucher disease (a genetic disorder) and started on enzyme replacement therapy (medication to replace missing enzymes).
He presented with osteogenesis imperfecta and was referred to a geneticist.,He had osteogenesis imperfecta (a genetic bone disorder) and was referred to a geneticist (genetic specialist).
